worker_id,platform,tenure_months,avg_rating,completion_rate,cancellation_rate,jobs_completed,income_month_1,income_month_2,income_month_3,income_month_4,income_month_5,income_month_6,income_month_7,income_month_8,income_month_9,income_month_10,income_month_11,income_month_12,jobs_month_1,jobs_month_2,jobs_month_3,jobs_month_4,jobs_month_5,jobs_month_6,jobs_month_7,jobs_month_8,jobs_month_9,jobs_month_10,jobs_month_11,jobs_month_12
W05614,Home Services,19,4.58,0.808,0.201,783,22578,10279,19334,21196,12448,5000,12579,24067,19606,24826,18191,11765,39,49,45,40,41,44,51,36,36,50,47,48
W05615,Ride-Hailing,12,4.61,0.804,0.115,616,22768,22146,20648,18569,21454,14090,10052,14164,15788,20547,20699,24943,50,40,67,47,53,53,53,59,46,54,52,56
W05616,Delivery,22,4.47,0.848,0.115,886,9967,10439,10422,9257,9624,8697,9582,11134,11544,12072,10698,10244,35,29,31,40,43,39,29,43,42,40,42,38
W05617,Ride-Hailing,21,4.37,0.632,0.14,926,36250,25975,30368,30451,35900,34335,40072,36974,39345,38624,28334,32639,24,38,42,34,36,23,39,37,43,39,30,43
W05618,Home Services,18,4.66,0.981,0.201,1135,19243,14712,16336,17852,15719,14189,18605,16589,21270,20490,18812,21094,67,61,61,49,54,48,47,65,73,57,59,72
W05619,Ride-Hailing,19,4.67,0.818,0.251,1883,8212,16637,17497,6054,11354,10200,13526,5734,12740,14247,12868,9723,86,88,96,89,88,93,103,94,77,106,102,105
W05620,Delivery,28,5.0,0.543,0.083,1520,16150,10889,18560,23614,24460,16101,14905,16253,15497,11672,20974,15324,61,51,55,70,66,50,54,70,57,76,78,52
W05621,Ride-Hailing,27,4.74,0.826,0.336,1682,34195,26618,31679,28910,29543,38221,40017,39804,25312,22717,36512,39737,61,58,61,66,65,57,69,74,61,55,66,76
W05622,Delivery,19,4.74,0.537,0.149,1047,24255,33453,22469,29334,24570,28981,25905,16025,24273,26064,24256,26188,55,40,46,54,47,45,44,45,40,41,56,49
W05623,Ride-Hailing,47,4.73,0.938,0.035,2403,20245,19803,10899,28703,20427,22491,23512,23602,26492,22075,23695,14584,38,55,66,56,53,51,49,51,46,48,43,43
W05624,Ride-Hailing,12,4.38,0.818,0.1,732,37553,46237,21339,8626,28526,29591,19468,29141,30646,30313,14871,33663,54,55,64,63,76,58,76,65,74,59,64,57
W05625,Delivery,14,4.24,0.755,0.214,899,26708,24775,21326,25614,23233,25441,22330,21639,23932,27818,27831,24935,60,55,49,56,63,57,68,71,63,55,71,70
W05626,Ride-Hailing,35,4.3,0.896,0.267,1973,29182,23006,28328,22007,25836,25084,35862,30621,27974,28291,30104,35131,55,59,62,65,67,47,59,57,67,56,78,84
W05627,Home Services,12,4.72,0.909,0.293,422,31515,35294,41033,32762,34677,30641,29581,26460,30192,31883,27305,29391,34,37,32,30,31,42,35,27,34,25,28,36
W05628,Home Services,12,4.91,0.857,0.11,572,15155,10308,24621,19278,16848,9325,15651,10233,12812,14714,15512,15963,56,51,66,48,43,60,54,54,61,55,49,65
W05629,Delivery,14,4.73,0.768,0.132,816,30152,30174,27314,24608,33480,30100,31973,27139,37382,30391,23907,41629,54,43,42,55,58,55,62,53,50,56,70,53
W05630,Delivery,21,4.51,0.613,0.049,1370,18191,18448,22248,17907,19840,19440,22818,22129,21215,18784,18365,17641,65,55,83,50,49,57,79,50,50,67,65,63
W05631,Ride-Hailing,16,4.97,0.968,0.139,1049,24624,28908,28332,27460,26364,23261,22473,19768,21695,22658,25576,23765,77,70,68,64,50,58,50,55,55,61,68,78
W05632,Delivery,25,4.44,0.896,0.322,1000,23765,22385,16525,17351,22387,20281,18185,18880,20900,20322,21396,18078,36,53,44,49,45,38,47,50,38,42,39,41
W05633,Ride-Hailing,12,4.26,0.574,0.35,785,42650,45059,40653,52195,55355,35773,42057,55469,41666,42953,40142,38495,71,76,88,74,66,79,66,69,67,73,76,56
W05634,Delivery,13,4.61,0.94,0.35,989,11521,12437,14015,13514,16104,17259,12707,13489,17402,11538,13997,15211,74,66,79,64,84,71,79,84,67,76,78,86
W05635,Delivery,32,4.87,0.964,0.12,1281,34437,29647,25161,23417,27865,26066,26382,25583,24511,24857,30613,30066,42,46,50,45,39,51,50,55,54,36,47,38
W05636,Home Services,28,4.34,0.746,0.195,1035,25218,25546,24572,29366,15136,22758,16076,20841,37020,30156,29377,29745,37,36,36,35,40,36,37,43,36,36,35,43
W05637,Delivery,15,4.12,0.975,0.203,619,30055,21397,25514,15826,13931,16298,23055,26072,14869,26367,27985,22946,43,45,43,45,42,41,45,44,44,42,51,33
W05638,Home Services,24,4.56,0.602,0.28,1138,15076,14867,14666,11745,11051,15655,12864,14582,20355,16074,16158,15724,45,48,41,44,42,58,45,45,49,37,45,38
W05639,Delivery,21,4.74,0.85,0.152,1073,12222,13627,13226,12465,14285,10723,14356,14163,15310,15654,15177,14477,52,54,58,71,56,52,58,61,45,41,40,48
W05640,Ride-Hailing,21,3.81,0.85,0.166,1470,20612,23003,23168,26112,27625,28533,26252,24534,21334,27457,24821,21208,89,76,59,81,71,57,81,68,67,83,79,92
W05641,Delivery,26,4.79,0.587,0.167,1299,10674,19379,13093,13046,12907,17244,11210,10389,11204,14851,16290,11559,49,60,64,52,55,45,57,53,45,55,54,56
W05642,Home Services,52,4.21,0.932,0.073,4208,45113,42503,63429,45259,49724,46591,44651,43499,45619,38768,48799,52012,81,69,49,67,77,85,79,84,71,68,72,79
W05643,Home Services,53,4.73,0.676,0.116,4572,27685,21806,18233,21202,24074,22536,23194,22762,17994,28225,28301,29270,76,89,94,94,81,68,78,83,79,71,75,80
W05644,Delivery,12,4.05,0.739,0.182,754,15065,13477,41965,33433,26941,25934,49272,33267,39502,13905,33715,47077,81,80,59,66,63,75,79,82,82,93,66,87
W05645,Ride-Hailing,19,4.18,0.763,0.133,1629,17236,16065,16707,16911,18297,15029,14596,14831,14345,11519,13961,14574,67,67,86,83,81,76,76,89,75,84,74,64
W05646,Delivery,12,4.7,0.975,0.257,913,30833,20851,28512,33618,26879,36409,37378,36200,40621,30790,34934,27965,61,70,79,81,74,61,70,72,84,96,73,71
W05647,Ride-Hailing,27,4.85,0.868,0.036,1466,40048,38603,41325,41144,45307,45441,47366,41609,40824,39196,40871,38589,62,54,61,47,59,58,64,57,66,48,59,63
W05648,Delivery,19,4.55,0.97,0.119,562,11132,12083,29252,27807,24104,21984,27022,24719,23208,31950,26313,36095,38,30,31,37,32,34,33,26,28,34,48,38
W05649,Ride-Hailing,39,5.0,0.913,0.09,2977,43025,28067,22064,41843,39275,38635,43548,26378,47936,40236,31335,40135,90,68,77,78,66,69,68,78,69,85,70,82
W05650,Delivery,22,4.29,0.82,0.286,1503,35260,22177,28569,15171,9870,15534,31442,27026,15956,34744,35222,21905,74,71,76,77,87,64,78,60,85,65,49,84
W05651,Freelance,48,4.29,0.797,0.159,1372,13252,22217,26963,19378,15728,14725,16330,22738,19753,18373,14731,13533,25,21,28,31,31,28,30,34,24,30,30,29
W05652,Ride-Hailing,54,4.47,0.938,0.293,2902,25013,27389,21514,24156,27685,26863,22433,22017,19161,21453,20977,15154,69,58,59,32,50,41,50,55,47,54,49,58
W05653,Ride-Hailing,47,4.46,0.897,0.096,2709,34197,45972,49358,25925,23186,31124,19622,32552,37847,25853,38244,25400,50,48,63,57,50,58,58,54,73,60,44,57
W05654,Delivery,12,4.62,0.828,0.03,671,18750,14590,15453,17515,15179,20494,21949,17466,22901,16968,20999,17456,48,48,54,44,43,44,55,51,60,48,55,47
W05655,Delivery,26,4.36,0.95,0.176,1691,23241,16738,9978,32481,39700,46407,26408,34193,30353,15892,45291,41200,83,87,71,93,64,69,60,64,57,66,94,69
W05656,Delivery,17,4.69,0.976,0.113,1291,21045,14463,9137,26147,9353,29686,17459,17923,19300,16498,17335,19409,71,69,68,67,84,77,68,53,68,60,72,66
W05657,Freelance,19,4.69,0.726,0.074,1175,17754,21193,24553,22210,18342,20202,21758,24751,24193,24886,15171,22033,84,71,73,50,47,63,59,76,79,69,83,85
W05658,Home Services,35,4.95,0.953,0.101,1906,24880,25660,26368,24231,22658,20212,26418,23729,24411,23221,21650,23868,48,49,43,45,54,61,50,52,52,58,48,50
W05659,Delivery,18,4.43,0.798,0.343,748,10296,14201,19730,11385,11243,18349,18033,18826,13596,16638,14753,11298,39,36,53,43,49,48,46,49,35,37,44,33
W05660,Home Services,23,4.63,0.778,0.082,1875,18471,12272,17716,16374,11391,14799,6270,15032,13613,13697,13522,11102,69,79,69,75,73,80,87,92,85,78,89,88
W05661,Ride-Hailing,23,4.7,0.913,0.068,955,30046,21724,25455,24413,26032,25125,20488,36187,30147,25495,37587,25421,41,55,43,43,35,36,41,35,34,40,35,40
W05662,Delivery,12,4.55,0.819,0.207,314,34396,31205,32817,23332,29162,28425,23346,32191,34993,30022,29038,31964,31,35,38,25,33,36,32,33,26,31,24,26
W05663,Ride-Hailing,17,4.5,0.922,0.145,777,19033,18868,19671,16311,19486,14933,17589,17966,17508,18830,17575,18840,55,44,57,56,51,46,44,51,61,50,49,54
W05664,Delivery,40,4.03,0.826,0.015,2132,21685,15908,24745,34163,24446,27748,13607,25705,28542,10157,17671,22604,46,51,52,50,63,51,51,48,52,51,49,54
W05665,Delivery,12,4.57,0.852,0.15,603,11070,11262,10366,13328,12860,11184,13975,13384,10176,11637,10305,10182,61,62,62,70,57,73,79,58,55,61,60,52
W05666,Home Services,30,4.7,0.815,0.209,2193,12726,16715,10476,11990,17081,9410,11548,18770,20192,9139,12271,13846,78,74,49,65,81,55,63,56,70,70,74,71
W05667,Delivery,12,4.54,0.86,0.35,883,9853,14366,11539,12394,13557,19131,20469,7681,21658,18683,11388,15792,72,54,81,82,60,97,76,69,83,79,86,80
W05668,Freelance,17,4.35,0.812,0.067,996,17009,22887,11517,16254,17107,14712,23024,10775,17632,6418,26766,29189,70,69,59,64,68,58,69,62,62,57,72,62
W05669,Home Services,34,4.13,0.981,0.293,1630,23293,18423,13460,23704,23457,21077,19894,23918,16201,16299,21671,16950,43,45,46,33,52,56,39,55,45,36,49,33
W05670,Home Services,12,4.66,0.878,0.046,715,42836,24849,23388,31297,19229,22947,18595,21970,8985,30031,25127,32838,52,55,50,60,53,53,52,64,47,51,51,50
W05671,Ride-Hailing,18,4.56,0.902,0.086,895,15072,14471,15327,14646,13701,14377,14271,17857,16031,17134,17483,15043,52,59,62,62,62,57,51,63,62,45,46,54
W05672,Freelance,12,4.9,0.781,0.107,1050,68417,86663,52464,74452,44410,39469,23952,63418,37889,49907,73680,52890,100,85,64,75,77,114,90,100,82,100,86,81
W05673,Delivery,28,4.19,0.853,0.049,1030,20038,21155,17667,21695,21266,23106,21008,25335,23710,22069,22477,21987,36,44,29,31,51,33,44,36,37,38,34,41
W05674,Ride-Hailing,13,4.43,0.989,0.183,514,33649,40703,27218,16752,28252,23734,31382,25386,22713,23444,25784,12467,48,50,56,48,45,41,44,47,39,40,39,59
W05675,Ride-Hailing,12,4.22,0.853,0.288,1172,54993,57895,32323,48523,44100,33477,35058,70452,36960,26925,61895,52774,83,91,93,86,117,82,91,98,86,73,75,76
W05676,Freelance,22,4.81,0.906,0.193,1766,8301,29308,21398,18974,11372,13667,17454,21945,26384,6641,27696,29223,87,63,88,70,87,85,63,82,61,60,77,76
W05677,Delivery,12,4.86,0.953,0.049,751,12593,14136,12587,12533,15546,15224,14551,13986,16485,11878,13542,14356,57,51,57,62,61,57,42,53,54,68,54,75
W05678,Ride-Hailing,17,5.0,0.86,0.261,820,13695,12513,13490,17953,10649,13751,15627,14655,16324,18019,15210,16870,40,44,47,50,47,48,41,44,57,61,49,48
W05679,Home Services,12,4.68,0.54,0.198,850,43310,41750,45178,48791,45322,48655,41348,44226,45444,49420,45908,37452,60,85,73,61,68,82,70,58,66,80,88,86
W05680,Delivery,25,4.75,0.594,0.098,1907,20064,19475,18848,17717,21062,18719,14042,19987,20436,12681,9446,20383,80,83,82,82,63,74,64,65,59,63,69,68
W05681,Freelance,25,4.66,0.816,0.143,1492,21799,11908,18543,20825,21131,17128,14484,11722,15731,28446,10098,14696,59,56,54,51,54,49,57,58,48,59,47,59
W05682,Delivery,14,4.69,0.983,0.106,1203,27719,21644,26476,23193,24680,24355,23442,16899,28303,21262,24760,14781,75,102,104,89,86,96,79,90,86,108,93,107
W05683,Delivery,48,4.56,0.772,0.174,2643,13316,8734,16463,16422,21951,24037,19076,14461,11674,16981,22726,23405,55,65,58,48,58,62,50,63,51,50,53,55
W05684,Ride-Hailing,39,4.7,0.775,0.064,2131,44693,39499,62322,52869,40056,36903,33835,30292,29078,43587,26897,48659,49,57,56,50,63,59,53,55,65,67,59,53
W05685,Ride-Hailing,12,5.0,0.754,0.186,1092,19396,22237,21586,20746,23054,18830,21668,21808,19591,17782,17282,19069,90,75,87,71,81,71,69,85,86,101,71,70
W05686,Delivery,60,4.6,0.863,0.208,2544,26605,28702,25668,24790,30865,26545,27038,28143,29869,21727,25611,30597,57,51,58,59,59,56,49,56,61,55,40,53
W05687,Delivery,33,4.56,0.956,0.112,3184,16439,16310,23891,14118,16995,19059,26573,21676,20907,20619,20930,17276,117,93,60,78,80,87,90,89,89,94,93,79
W05688,Delivery,26,4.6,0.681,0.098,1684,24351,17629,21867,29667,25149,23906,19682,27648,25986,5000,40097,28109,65,65,63,76,79,74,83,82,75,77,56,70
W05689,Home Services,27,4.51,0.909,0.244,1050,29259,25547,27069,20728,26965,19209,25982,20408,27207,24378,24983,28199,46,46,42,52,46,49,46,57,40,35,42,46
W05690,Freelance,12,4.61,0.873,0.349,1140,21122,24327,24554,22774,18763,23597,17168,21955,26909,29062,20641,24362,79,83,68,66,95,93,70,64,90,78,72,91
W05691,Ride-Hailing,43,4.5,0.92,0.3,1909,51407,64177,57428,42190,77545,29882,58773,47949,48850,46380,56980,42208,47,35,51,41,45,41,41,49,40,40,39,48
W05692,Delivery,12,4.84,0.664,0.071,410,40628,44326,50062,50096,47657,32158,40593,32170,52944,43570,60641,7865,34,28,32,36,26,37,38,41,37,42,36,32
W05693,Ride-Hailing,27,4.81,0.881,0.12,1599,15315,11587,12982,13737,13994,16228,11461,15796,12154,16883,18289,22693,60,49,63,59,57,49,58,62,51,62,56,62
W05694,Freelance,39,5.0,0.795,0.057,1792,23669,14161,16579,15175,28951,18539,20485,20760,23647,28133,21343,19488,51,49,44,41,55,40,45,35,43,54,40,40
W05695,Home Services,12,4.54,0.89,0.261,638,13713,18462,17774,9470,11598,20250,20321,10605,14757,16592,21281,16187,51,52,52,54,44,52,38,54,43,57,51,57
W05696,Delivery,34,4.62,0.671,0.118,1630,34613,37739,38216,39341,41339,40857,37150,45236,38657,43392,37750,39458,48,48,52,54,46,50,47,54,44,45,43,47
W05697,Delivery,23,4.61,0.705,0.079,857,17347,16813,17081,9576,18051,17095,18478,20771,19458,16788,18488,12470,45,36,41,43,42,26,40,51,41,36,40,40
W05698,Freelance,35,4.6,0.782,0.219,928,38446,34012,34418,37410,38550,22203,43041,43881,36663,37445,25049,49781,31,24,20,21,23,20,29,29,27,27,26,29
W05699,Freelance,38,4.83,0.921,0.327,3113,37437,41464,39130,21829,33071,34941,33282,43396,39298,45783,37413,45958,80,74,61,74,64,81,72,63,63,68,66,63
W05700,Delivery,50,4.14,0.681,0.131,3499,15579,13897,15398,15707,16083,18786,16812,14667,13516,12017,11478,14973,66,59,66,55,63,79,70,67,60,77,64,70
W05701,Home Services,44,4.67,0.675,0.154,2834,9462,10381,14135,10069,13818,11660,14524,13919,8869,12955,16395,12001,66,80,78,75,80,65,51,70,49,60,55,60
W05702,Delivery,12,5.0,0.829,0.051,700,12286,11279,9711,7275,9200,11704,16315,12983,12211,11064,12089,9849,68,64,50,58,46,57,70,67,45,60,73,69
W05703,Delivery,12,4.89,0.819,0.147,473,26313,38440,39928,29903,38085,34019,25974,31338,29441,28038,25162,32091,40,44,43,43,42,47,32,41,34,33,34,28
W05704,Home Services,29,4.86,0.676,0.098,1660,26127,26169,26944,32578,21878,22152,32100,32997,27678,32195,26734,23079,50,57,79,66,69,65,64,68,55,60,49,58
W05705,Ride-Hailing,39,4.76,0.906,0.281,1888,27694,27445,26763,24672,25845,25136,23706,25681,26489,30037,28137,27599,42,43,51,46,45,47,45,41,33,50,48,42
W05706,Ride-Hailing,12,4.4,0.694,0.163,476,22278,25476,39727,27204,35267,37351,34068,36697,42180,30854,30835,33736,39,51,43,38,32,39,33,38,38,46,40,45
W05707,Freelance,32,4.36,0.665,0.05,661,12755,16658,21288,10915,24538,20572,21290,18579,17677,10920,23596,19086,26,23,19,19,19,19,19,24,20,23,22,21
W05708,Home Services,46,4.36,0.59,0.35,4100,18246,26048,16572,20736,21988,28115,21746,15703,27612,18930,24529,20073,67,92,75,80,92,53,78,64,85,78,82,78
W05709,Delivery,38,4.27,0.68,0.151,1484,38428,38271,50891,50128,55089,40443,47488,54987,28860,59156,45108,54817,40,43,33,42,38,41,52,53,43,37,40,38
W05710,Ride-Hailing,32,4.79,0.722,0.243,2036,26340,21674,28485,41209,31508,29931,26816,26095,25045,30774,26348,20249,58,62,68,67,79,61,65,65,61,60,67,72
W05711,Home Services,21,4.92,0.84,0.203,670,12578,9156,16838,13496,12856,9115,9957,11595,14994,10615,12116,10218,31,32,30,27,25,36,32,33,35,31,31,29
W05712,Ride-Hailing,20,4.66,0.876,0.114,903,37523,35285,20913,37119,40060,40177,35633,42823,30137,37529,26173,22311,41,44,37,42,45,27,52,44,51,38,49,47
W05713,Freelance,60,4.75,0.896,0.307,4201,42625,44028,42840,41392,42859,43718,40314,38508,37067,40053,31859,35955,79,76,52,72,74,79,77,97,85,76,73,84
W05714,Home Services,12,4.62,0.712,0.197,888,17508,11728,12180,17995,8382,23162,15934,17733,11205,9996,18568,8655,73,71,67,60,56,74,52,73,58,88,76,88
W05715,Delivery,16,4.69,0.894,0.101,1279,28504,33379,31029,29095,35849,25310,34372,26248,38434,43613,23779,28407,74,75,73,80,51,85,80,87,90,81,93,100
W05716,Delivery,12,4.02,0.89,0.184,506,22073,21320,22561,23081,21927,30061,17133,16820,21737,25719,26734,25282,35,59,48,52,49,42,46,37,43,53,49,52
W05717,Home Services,12,4.63,0.774,0.156,415,20969,24038,21378,19555,22308,21618,19078,20777,17647,17927,17918,20213,38,39,38,33,40,35,26,35,34,38,41,44
W05718,Freelance,31,4.44,0.757,0.224,2144,17792,21229,16142,18481,17481,27645,25575,20564,27316,17432,11320,19344,64,62,64,57,52,61,57,65,70,58,88,61
W05719,Delivery,28,4.54,0.67,0.109,715,27358,17347,12455,34094,30246,12597,25134,21810,25150,19334,30000,30733,29,23,25,26,24,27,26,32,33,26,27,24
W05720,Delivery,22,4.61,0.863,0.053,834,15604,14426,20704,14997,18262,18047,17681,18456,14720,18616,19863,15728,46,46,37,41,36,44,48,39,40,40,42,49
W05721,Home Services,28,4.37,0.916,0.059,1124,18803,27134,22627,21630,23918,13498,15738,24611,20242,20556,12317,18890,56,34,45,41,38,29,36,54,46,44,39,45
W05722,Delivery,35,4.28,0.991,0.216,3231,35582,38464,35092,28275,21206,26558,34359,31687,23276,30788,32934,35488,96,72,102,88,85,75,54,71,66,62,64,79
W05723,Delivery,19,4.36,0.997,0.206,676,25152,23724,28593,25822,29676,18412,27824,28825,21705,27743,23803,22784,42,34,45,42,40,43,42,37,45,46,43,49
W05724,Freelance,30,4.19,0.948,0.35,1744,18991,28436,20565,31166,17814,28086,26765,44520,18688,31051,18745,36328,45,44,69,64,58,58,64,60,55,57,68,65
W05725,Home Services,18,4.26,0.717,0.159,587,16595,16857,18452,15879,16948,18295,19969,18910,24754,17685,16039,17974,39,40,33,37,32,26,22,31,37,29,30,32
W05726,Freelance,30,4.3,0.803,0.074,2216,14971,22635,20114,26650,20486,36452,15419,7880,18862,30899,24135,26311,71,81,66,73,76,72,69,69,64,80,80,83
W05727,Home Services,46,4.19,0.695,0.159,2710,26136,43813,24479,17795,24247,26726,24435,37636,23071,47028,33524,5000,81,67,75,89,59,76,64,68,77,56,74,60
W05728,Delivery,37,4.68,0.966,0.118,1696,35004,24406,25689,21112,24386,27796,25360,19932,28160,17017,27555,32429,45,48,48,40,48,42,52,54,51,44,45,52
W05729,Freelance,55,4.32,0.894,0.218,3777,29308,24768,28003,34635,25259,32417,29387,39299,42139,22971,29436,28407,77,59,59,79,63,77,78,89,75,82,79,70
W05730,Delivery,16,4.08,0.683,0.289,1480,27004,21359,17522,20960,28145,16391,28549,25684,20658,18509,27648,18987,69,76,90,81,77,77,77,91,89,77,73,80
W05731,Delivery,13,4.45,0.937,0.342,550,11428,15194,13927,19008,12913,13873,14899,12293,8025,13762,14917,12020,55,54,46,45,49,50,44,58,48,49,38,39
W05732,Freelance,28,4.27,0.738,0.043,2199,22533,23739,34083,29140,31231,35373,31031,30779,32652,26547,26546,27753,83,72,83,82,66,89,70,76,61,52,78,79
W05733,Home Services,16,4.91,0.866,0.027,794,12775,14470,14836,12815,14503,11380,14475,13335,14769,13929,16312,17841,66,62,61,53,47,48,48,53,54,58,56,62
W05734,Freelance,31,4.58,0.93,0.102,1000,19970,22610,20767,22281,25603,25561,26209,19965,22195,21507,18443,21309,35,21,25,29,27,30,20,32,28,31,33,29
W05735,Delivery,25,4.18,0.976,0.314,1485,37099,38510,40473,36947,38099,41180,38309,37305,35706,30317,37972,31681,64,72,82,73,75,70,65,64,59,60,57,69
W05736,Freelance,12,4.69,0.738,0.142,521,16414,15221,19610,20549,21788,24251,27912,25402,12670,12797,20484,22530,41,41,52,38,38,46,52,39,46,50,49,43
W05737,Ride-Hailing,29,4.57,0.817,0.35,1017,13423,15530,13260,16430,14625,13965,15442,15038,15702,14692,13077,17447,29,33,34,31,35,35,31,37,33,35,36,34
W05738,Home Services,12,4.49,0.874,0.082,672,23444,29426,22874,31303,19016,24825,27129,22116,26067,35693,13061,27439,56,60,48,57,71,68,47,61,61,52,67,51
W05739,Freelance,48,4.94,0.865,0.132,2582,30785,37051,23633,25214,29234,23154,21162,37789,31532,32135,25833,37309,67,64,75,59,71,77,70,64,72,65,59,49
W05740,Delivery,19,4.31,0.602,0.35,1608,25854,17016,22955,15105,11827,16574,16456,20751,16152,18365,17236,26711,71,95,113,80,85,82,86,88,87,92,77,62
W05741,Home Services,13,4.81,0.787,0.32,677,9751,10967,25930,13165,16172,45951,34731,11421,39297,27579,29552,14512,55,50,69,48,45,54,52,48,45,39,60,70
W05742,Ride-Hailing,25,4.45,0.792,0.046,868,27151,31513,32304,31001,21688,29627,29380,28156,23828,31744,30958,25122,30,30,41,32,38,31,27,29,39,28,34,37
W05743,Home Services,27,4.55,0.817,0.089,1068,11548,13630,13315,14663,16308,14050,15842,12276,14971,12414,5747,11237,47,57,50,54,43,49,49,44,38,46,46,45
W05744,Freelance,15,4.36,0.895,0.279,1078,20998,24441,21962,19887,19619,23448,35704,22946,15989,28226,27813,22477,65,55,69,90,75,59,80,78,79,65,80,62
W05745,Home Services,15,4.38,0.613,0.073,1194,21886,25211,28808,21836,17840,15697,21034,22485,24796,23250,20450,21245,87,84,81,82,101,88,63,96,114,95,94,78
W05746,Delivery,12,4.44,0.934,0.05,716,19425,13667,17546,22135,20015,12101,6211,13318,25870,23286,16936,15312,74,92,75,56,75,75,81,77,73,83,85,74
W05747,Delivery,36,4.07,0.946,0.216,2554,20216,29345,21061,24243,22072,24086,33720,30799,39708,35625,38509,19844,64,62,60,63,56,55,61,65,72,82,57,62
W05748,Freelance,47,4.64,0.822,0.016,2203,35207,55628,40163,22552,24769,35849,35546,52830,43121,50917,16915,47814,56,60,52,53,51,36,48,42,54,53,50,38
W05749,Freelance,39,4.58,0.836,0.106,1588,13299,15836,16159,15267,12660,17234,17763,15329,8882,13564,18755,10657,58,46,44,47,37,42,49,51,44,42,49,39
W05750,Freelance,13,4.18,0.888,0.087,801,22474,31210,32079,24274,39077,34386,22687,28795,26776,30579,35406,28589,68,59,54,61,74,78,81,52,63,71,58,60
W05751,Delivery,28,4.71,0.972,0.129,1537,8286,7110,10922,8722,10024,11912,6605,7631,11505,10519,10918,12504,54,51,59,47,53,64,68,49,61,58,56,64
W05752,Delivery,25,4.91,0.852,0.185,624,5000,7829,10476,12236,13245,16428,18040,17847,14446,15310,9472,14391,23,19,26,26,31,25,31,24,33,31,31,29
W05753,Home Services,12,4.38,0.629,0.062,409,28623,28164,26703,22508,27559,25315,25227,25791,27463,14527,19968,23381,30,28,37,32,29,34,36,35,31,33,29,35
W05754,Home Services,15,4.35,0.836,0.35,862,14716,11709,9216,10258,8881,8265,10367,8816,7663,12741,8463,11770,51,43,54,45,50,46,38,48,52,55,48,36
W05755,Delivery,27,4.83,0.875,0.35,1627,19124,7267,14011,31053,19865,35643,15868,34321,22930,22096,18617,13883,55,46,60,63,62,73,52,56,66,52,49,57
W05756,Ride-Hailing,12,4.65,0.922,0.147,477,19872,18090,15586,17616,20358,22375,19746,23854,20062,23941,20876,20990,54,35,37,44,36,37,45,48,51,40,48,40
W05757,Delivery,12,4.52,0.677,0.112,693,23493,28762,25308,26175,21110,39575,29674,39825,38088,24478,29326,24307,82,54,66,63,46,57,51,60,65,59,65,66
W05758,Ride-Hailing,34,4.75,0.869,0.009,1918,12585,11253,10949,13591,12034,10706,11446,9406,10830,13028,10705,10010,73,70,56,52,63,52,63,56,62,60,58,54
W05759,Delivery,13,4.62,0.771,0.122,839,17893,19261,15794,22673,14240,6465,15933,18847,23949,28210,16121,26135,52,47,55,56,62,63,66,68,65,76,59,71
W05760,Delivery,12,4.91,0.855,0.164,882,14859,20190,17447,17333,28532,23518,18238,28497,29729,17269,20759,13689,68,71,65,82,69,79,65,82,65,62,72,63
W05761,Delivery,38,4.55,0.934,0.201,1236,13056,12322,14452,13846,15865,19927,16778,16180,17003,16730,15766,16390,29,36,42,39,36,37,30,35,31,34,33,35
W05762,Freelance,13,4.66,0.855,0.134,765,15117,14346,14811,19746,14348,20511,20167,19260,21064,20169,17373,15022,62,36,62,69,64,41,61,55,63,56,63,68
W05763,Home Services,34,4.82,0.791,0.35,2105,20462,23689,27846,19717,19158,17725,21194,21048,21283,19521,19226,23179,68,60,75,63,61,56,40,55,57,52,56,55
W05764,Freelance,54,3.94,0.75,0.167,3732,31490,28604,37993,48441,38944,36437,53062,61031,50248,53411,48467,36921,77,71,76,71,63,64,66,55,67,76,69,69
W05765,Ride-Hailing,12,4.83,0.919,0.149,614,21428,19142,6717,21336,11397,5094,13736,19260,13220,15930,16215,25965,51,51,56,51,51,61,61,57,46,51,63,44
W05766,Ride-Hailing,20,4.42,0.767,0.033,847,16207,5378,21199,20391,20900,7255,21393,16670,11646,18468,8471,18182,41,46,39,36,37,31,36,46,41,36,38,34
W05767,Delivery,26,4.67,0.912,0.35,1474,38026,36811,42403,35649,53821,45302,40385,41311,47305,48652,41655,37826,62,56,61,51,51,54,62,50,52,52,49,68
W05768,Ride-Hailing,38,4.97,0.5,0.164,2061,24179,22596,22343,26098,26193,29008,22186,28840,24843,15158,20704,23951,55,61,62,63,74,45,44,50,48,43,53,53
W05769,Delivery,15,4.47,0.83,0.168,903,18636,17054,22606,20346,16382,16558,24777,16976,19816,22961,15010,17349,56,64,42,55,47,51,53,57,66,61,57,56
W05770,Home Services,12,4.44,0.8,0.306,1048,39046,37943,43914,25311,30385,33714,39897,44578,37650,26271,27586,33583,90,68,72,63,70,84,99,100,74,90,88,97
W05771,Home Services,12,4.54,0.811,0.063,640,11877,12829,16144,15488,16239,15614,15239,14284,13107,13070,15401,9372,44,41,39,35,38,41,50,47,39,50,46,47
W05772,Freelance,17,4.19,0.62,0.211,1028,32096,27269,30512,25548,27262,29488,27423,23570,21898,31613,29794,23877,62,45,66,64,58,73,63,56,59,56,54,55
